OBJECTID;MUID;SEQN;SNAM;S5ID;CMPPCT;NLAYERS;HYDGRP;SOL_ZMX;ANION_EXCL;SOL_CRK;TEXTURE;SOL_Z1;SOL_BD1;SOL_AWC1;SOL_K1;SOL_CBN1;CLAY1;SILT1;SAND1;ROCK1;SOL_ALB1;USLE_K1;SOL_EC1;SOL_Z2;SOL_BD2;SOL_AWC2;SOL_K2;SOL_CBN2;CLAY2;SILT2;SAND2;ROCK2;SOL_ALB2;USLE_K2;SOL_EC2;SOL_Z3;SOL_BD3;SOL_AWC3;SOL_K3;SOL_CBN3;CLAY3;SILT3;SAND3;ROCK3;SOL_ALB3;USLE_K3;SOL_EC3;SOL_Z4;SOL_BD4;SOL_AWC4;SOL_K4;SOL_CBN4;CLAY4;SILT4;SAND4;ROCK4;SOL_ALB4;USLE_K4;SOL_EC4;SOL_Z5;SOL_BD5;SOL_AWC5;SOL_K5;SOL_CBN5;CLAY5;SILT5;SAND5;ROCK5;SOL_ALB5;USLE_K5;SOL_EC5;SOL_Z6;SOL_BD6;SOL_AWC6;SOL_K6;SOL_CBN6;CLAY6;SILT6;SAND6;ROCK6;SOL_ALB6;USLE_K6;SOL_EC6;SOL_Z7;SOL_BD7;SOL_AWC7;SOL_K7;SOL_CBN7;CLAY7;SILT7;SAND7;ROCK7;SOL_ALB7;USLE_K7;SOL_EC7;SOL_Z8;SOL_BD8;SOL_AWC8;SOL_K8;SOL_CBN8;CLAY8;SILT8;SAND8;ROCK8;SOL_ALB8;USLE_K8;SOL_EC8;SOL_Z9;SOL_BD9;SOL_AWC9;SOL_K9;SOL_CBN9;CLAY9;SILT9;SAND9;ROCK9;SOL_ALB9;USLE_K9;SOL_EC9;SOL_Z10;SOL_BD10;SOL_AWC10;SOL_K10;SOL_CBN10;CLAY10;SILT10;SAND10;ROCK10;SOL_ALB10;USLE_K10;SOL_EC10;SOL_CAL1;SOL_CAL2;SOL_CAL3;SOL_CAL4;SOL_CAL5;SOL_CAL6;SOL_CAL7;SOL_CAL8;SOL_CAL9;SOL_CAL10;SOL_PH1;SOL_PH2;SOL_PH3;SOL_PH4;SOL_PH5;SOL_PH6;SOL_PH7;SOL_PH8;SOL_PH9;SOL_PH10
7214;;;soil7214;;;8;B;106;0,5;0,5;;150;1,4582;0,1;99;1,682;14;27;59;7;0,23;0,13;0;300;1,4647;0,13;83,33;1,682;14;27;59;7;0,23;0,13;0;450;1,7094;0,11;33,33;0,464;14;25;61;8;0,23;0,13;0;600;1,7094;0,11;33,33;0,348;14;25;61;8;0,23;0,13;0;750;1,7094;0,11;33,33;0,232;14;25;61;7;0,23;0,13;0;900;1,7234;0,11;33,33;0,232;13;24;61;7;0,23;0,13;0;1050;1,848;0,11;33,33;0,058;13;24;63;7;0,23;0,13;0;1200;1,848;0,11;33,33;0;13;24;63;7;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7228;;;soil7228;;;8;B;106;0,5;0,5;;150;1,4647;0,1;99;1,682;14;28;58;8;0,23;0,13;0;300;1,492;0,13;83,33;1,45;14;28;58;8;0,23;0,13;0;450;1,6887;0,11;33,33;0,232;14;28;57;9;0,23;0,13;0;600;1,7094;0,11;33,33;0,232;15;29;56;10;0,23;0,13;0;750;1,7304;0,11;33,33;0,232;15;28;58;10;0,23;0,13;0;900;1,7254;0,11;33,33;0,29;14;27;58;10;0,23;0,13;0;1050;1,849;0,11;33,33;0;14;26;59;10;0,23;0,13;0;1200;1,851;0,11;33,33;0;14;25;61;10;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7229;;;soil7229;;;8;A;75;0,5;0,5;;150;1,4467;0,1;99;1,74;12;28;60;11;0,23;0,13;0;300;1,4691;0,13;83,33;1,566;13;27;60;11;0,23;0,13;0;450;1,7044;0,11;33,33;0,406;13;28;61;11;0,23;0,13;0;600;1,7074;0,11;33,33;0,348;14;27;59;11;0,23;0,13;0;750;1,7084;0,11;33,33;0;14;26;60;11;0,23;0,13;0;900;1,6917;0,11;33,33;0;14;26;60;11;0,23;0,13;0;1050;1,851;0,11;33,33;0;14;25;61;11;0,23;0,13;0;1200;1,847;0,11;33,33;0;13;25;62;11;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7324;;;soil7324;;;8;B;80;0,5;0,5;;150;1,4647;0,1;99;1,74;14;25;61;12;0,23;0,13;0;300;1,4713;0,13;83,33;1,624;14;25;61;12;0,23;0,13;0;450;1,7084;0,11;33,33;0,406;14;26;60;12;0,23;0,13;0;600;1,7184;0,11;33,33;0,348;16;26;60;12;0,23;0,13;0;750;1,7174;0,11;33,33;0;16;25;59;12;0,23;0,13;0;900;1,7194;0,11;33,33;0;16;23;61;12;0,23;0,13;0;1050;1,859;0,11;33,33;0;16;23;59;13;0,23;0,13;0;1200;1,86;0,11;33,33;0;16;24;60;13;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7333;;;soil7333;;;8;A;108;0,5;0,5;;150;1,4647;0,1;99;1,74;14;25;61;7;0,23;0,13;0;300;1,4647;0,13;83,33;1,682;14;25;61;7;0,23;0,13;0;450;1,6907;0,11;33,33;0,29;14;25;59;8;0,23;0,13;0;600;1,6967;0,11;33,33;0,29;15;25;60;8;0,23;0,13;0;750;1,6977;0,11;33,33;0,174;15;26;61;8;0,23;0,13;0;900;1,7144;0,11;33,33;0;15;26;61;8;0,23;0,13;0;1050;1,85;0,11;33,33;0;14;26;60;8;0,23;0,13;0;1200;1,851;0,11;33,33;0;14;25;61;8;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7347;;;soil7347;;;8;B;93;0,5;0,5;;150;1,4545;0,1;99;1,682;15;28;57;9;0,23;0,13;0;300;1,4803;0,13;83,33;1,624;15;28;57;9;0,23;0,13;0;450;1,5384;0,11;33,33;0,29;15;27;56;9;0,23;0,13;0;600;1,5738;0,11;33,33;0,29;16;27;57;9;0,23;0,13;0;750;1,7559;0,11;33,33;0,29;16;26;56;10;0,23;0,13;0;900;1,7579;0,11;33,33;0,232;16;26;58;10;0,23;0,13;0;1050;1,859;0,11;33,33;0;16;25;59;10;0,23;0,13;0;1200;1,86;0,11;33,33;0;16;24;60;10;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7358;;;soil7358;;;8;B;100;0,5;0,5;;150;1,4827;0,1;99;1,798;16;26;56;12;0,23;0,13;0;300;1,4961;0,13;83,33;1,566;16;26;56;12;0,23;0,13;0;450;1,7097;0,11;33,33;0,29;18;25;58;13;0,23;0,13;0;600;1,7197;0,11;33,33;0,29;20;22;58;13;0,23;0,13;0;750;1,7384;0,11;33,33;0,232;20;20;60;13;0,23;0,13;0;900;1,7244;0,11;33,33;0,232;17;20;61;13;0,23;0,13;0;1050;1,863;0,11;33,33;0;16;19;63;13;0,23;0,13;0;1200;1,859;0,11;33,33;0;15;19;64;13;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7359;;;soil7359;;;8;A;83;0,5;0,5;;150;1,4608;0,1;99;1,798;15;23;61;12;0,23;0,13;0;300;1,4672;0,13;83,33;1,74;15;24;61;12;0,23;0,13;0;450;1,7017;0,11;33,33;0,348;16;24;60;13;0,23;0,13;0;600;1,7067;0,11;33,33;0,29;17;23;60;13;0,23;0,13;0;750;1,7224;0,11;33,33;0,058;17;24;59;13;0,23;0,13;0;900;1,7174;0,11;33,33;0,174;16;25;59;13;0,23;0,13;0;1050;1,86;0,11;33,33;0;16;24;60;13;0,23;0,13;0;1200;1,86;0,11;33,33;0;16;26;60;13;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7382;;;soil7382;;;8;B;90;0,5;0,5;;150;1,5212;0,1;99;1,74;21;40;38;14;0,23;0,13;0;300;1,5343;0,13;83,33;1,624;21;39;38;14;0,23;0,13;0;450;1,7227;0,11;33,33;0,348;24;35;41;14;0,23;0,13;0;600;1,7267;0,11;33,33;0,348;24;30;45;14;0,23;0,13;0;750;1,7394;0,11;33,33;0;23;29;46;14;0,23;0,13;0;900;1,7304;0,11;33,33;0;20;28;52;14;0,23;0,13;0;1050;1,869;0,11;33,33;0;18;22;59;14;0,23;0,13;0;1200;1,874;0,11;33,33;0;19;21;59;14;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7430;;;soil7430;;;8;A;86;0,5;0,5;;150;1,4647;0,1;99;1,682;14;26;58;11;0,23;0,13;0;300;1,4781;0,13;83,33;1,566;14;27;59;11;0,23;0,13;0;450;1,6947;0,11;33,33;0,29;15;27;58;11;0,23;0,13;0;600;1,6947;0,11;33,33;0,29;15;27;58;12;0,23;0,13;0;750;1,853;0,11;33,33;0,29;15;27;58;12;0,23;0,13;0;900;1,853;0,11;33,33;0,232;15;25;58;12;0,23;0,13;0;1050;1,855;0,11;33,33;0;15;25;60;12;0,23;0,13;0;1200;1,856;0,11;33,33;0;15;24;61;12;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7440;;;soil7440;;;8;C;99;0,5;0,5;;150;1,4737;0,1;99;1,682;15;28;59;8;0,23;0,13;0;300;1,494;0,13;83,33;1,508;15;27;58;8;0,23;0,13;0;450;1,6786;0,11;33,33;0,232;15;28;57;8;0,23;0,13;0;600;1,6836;0,11;33,33;0,232;16;27;57;9;0,23;0,13;0;750;1,6977;0,11;33,33;0,058;16;28;56;9;0,23;0,13;0;900;1,7144;0,11;33,33;0,058;16;28;56;9;0,23;0,13;0;1050;1,856;0,11;33,33;0;16;28;56;9;0,23;0,13;0;1200;1,856;0,11;33,33;0;16;27;56;9;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7477;;;soil7477;;;8;C;87;0,5;0,5;;150;1,4737;0,1;99;1,682;15;29;55;13;0,23;0,13;0;300;1,494;0,13;83,33;1,508;15;29;55;13;0,23;0,13;0;450;1,6957;0,11;33,33;0,58;16;30;54;14;0,23;0,13;0;600;1,6997;0,11;33,33;0,406;17;30;53;14;0,23;0,13;0;750;1,7174;0,11;33,33;0,058;17;29;54;14;0,23;0,13;0;900;1,7184;0,11;33,33;0;17;28;55;14;0,23;0,13;0;1050;1,861;0,11;33,33;0;17;26;56;14;0,23;0,13;0;1200;1,86;0,11;33,33;0;17;26;55;14;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7481;;;soil7481;;;8;A;84;0,5;0,5;;150;1,4672;0,1;99;1,682;15;28;57;13;0,23;0,13;0;300;1,4803;0,13;83,33;1,624;15;28;57;13;0,23;0,13;0;450;1,6977;0,11;33,33;0;16;28;56;13;0,23;0,13;0;600;1,7134;0,11;33,33;0;16;27;55;14;0,23;0,13;0;750;1,7902;0,11;33,33;0;17;27;56;13;0,23;0,13;0;900;1,7629;0,11;33,33;0;17;25;58;13;0,23;0,13;0;1050;1,863;0,11;33,33;0;17;25;58;13;0,23;0,13;0;1200;1,863;0,11;33,33;0;17;25;58;13;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7504;;;soil7504;;;8;D;94;0,5;0,5;;150;1,4672;0,1;99;1,682;15;25;60;9;0,23;0,13;0;300;1,494;0,13;83,33;1,508;15;25;60;9;0,23;0,13;0;450;1,6466;0,11;33,33;0,522;16;25;59;10;0,23;0,13;0;600;1,6577;0,11;33,33;0,29;16;24;58;10;0,23;0,13;0;750;1,7057;0,11;33,33;0,232;17;24;59;10;0,23;0,13;0;900;1,7057;0,11;33,33;0,174;17;24;59;10;0,23;0,13;0;1050;1,865;0,11;33,33;0;17;23;60;10;0,23;0,13;0;1200;1,866;0,11;33,33;0;17;22;61;10;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7510;;;soil7510;;;8;B;82;0,5;0,5;;150;1,4582;0,1;99;1,972;14;25;61;10;0,23;0,13;0;300;1,4647;0,13;83,33;1,682;14;25;61;10;0,23;0,13;0;450;1,7274;0,11;33,33;0,348;14;26;60;11;0,23;0,13;0;600;1,7314;0,11;33,33;0,348;15;25;59;11;0,23;0,13;0;750;1,7374;0,11;33,33;0,348;16;24;60;12;0,23;0,13;0;900;1,7434;0,11;33,33;0,232;17;22;61;11;0,23;0,13;0;1050;1,861;0,11;33,33;0;16;22;61;12;0,23;0,13;0;1200;1,86;0,11;33,33;0;16;22;60;12;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7523;;;soil7523;;;8;B;89;0,5;0,5;;150;1,4196;0,1;99;1,682;17;29;56;13;0,23;0,13;0;300;1,4308;0,13;83,33;2,262;17;28;55;13;0,23;0,13;0;450;1,7067;0,11;33,33;0,522;18;27;55;13;0,23;0,13;0;600;1,7254;0,11;33,33;0,348;18;25;57;13;0,23;0,13;0;750;1,7244;0,11;33,33;0;18;24;56;14;0,23;0,13;0;900;1,7264;0,11;33,33;0;18;24;58;14;0,23;0,13;0;1050;1,87;0,11;33,33;0;18;24;60;14;0,23;0,13;0;1200;1,869;0,11;33,33;0;18;23;59;14;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7542;;;soil7542;;;8;A;111;0,5;0,5;;150;1,4737;0,1;99;1,74;15;30;55;6;0,23;0,13;0;300;1,4737;0,13;83,33;1,682;15;30;55;6;0,23;0,13;0;450;1,6937;0,11;33,33;0,058;15;28;57;7;0,23;0,13;0;600;1,6997;0,11;33,33;0,058;16;28;58;7;0,23;0,13;0;750;1,6997;0,11;33,33;0;16;26;58;8;0,23;0,13;0;900;1,7134;0,11;33,33;0;15;25;60;8;0,23;0,13;0;1050;1,856;0,11;33,33;0;15;24;61;8;0,23;0,13;0;1200;1,856;0,11;33,33;0;15;24;61;8;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7590;;;soil7590;;;8;B;80;0,5;0,5;;150;1,4582;0,1;99;1,74;14;27;58;11;0,23;0,13;0;300;1,4781;0,13;83,33;1,566;14;27;57;11;0,23;0,13;0;450;1,7114;0,11;33,33;0,406;15;27;58;12;0,23;0,13;0;600;1,7224;0,11;33,33;0,29;17;26;59;12;0,23;0,13;0;750;1,865;0,11;33,33;0;17;25;60;12;0,23;0,13;0;900;1,86;0,11;33,33;0;16;24;60;12;0,23;0,13;0;1050;1,86;0,11;33,33;0;16;24;60;12;0,23;0,13;0;1200;1,866;0,11;33,33;0;17;24;61;12;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7613;;;soil7613;;;8;B;94;0,5;0,5;;150;1,4672;0,1;99;1,74;15;32;53;8;0,23;0,13;0;300;1,503;0,13;83,33;1,508;16;31;53;8;0,23;0,13;0;450;1,6957;0,11;33,33;0,232;16;30;54;9;0,23;0,13;0;600;1,6957;0,11;33,33;0,232;16;28;54;9;0,23;0,13;0;750;1,7027;0,11;33,33;0,232;17;27;56;9;0,23;0,13;0;900;1,6997;0,11;33,33;0,232;16;26;58;9;0,23;0,13;0;1050;1,86;0,11;33,33;0;16;24;60;9;0,23;0,13;0;1200;1,86;0,11;33,33;0;16;24;60;9;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7614;;;soil7614;;;8;A;80;0,5;0,5;;150;1,4582;0,1;99;1,856;14;35;52;11;0,23;0,13;0;300;1,4781;0,13;83,33;1,566;14;35;52;11;0,23;0,13;0;450;1,7044;0,11;33,33;0,464;15;34;51;12;0,23;0,13;0;600;1,7154;0,11;33,33;0,348;17;30;52;12;0,23;0,13;0;750;1,7204;0,11;33,33;0,29;18;30;52;12;0,23;0,13;0;900;1,7204;0,11;33,33;0;18;29;52;12;0,23;0,13;0;1050;1,868;0,11;33,33;0;19;27;53;12;0,23;0,13;0;1200;1,872;0,11;33,33;0;20;26;52;12;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7688;;;soil7688;;;8;A;92;0,5;0,5;;150;1,4737;0,1;99;1,74;15;30;55;10;0,23;0,13;0;300;1,501;0,13;83,33;1,45;15;29;56;10;0,23;0,13;0;450;1,6677;0,11;33,33;0,348;16;30;55;10;0,23;0,13;0;600;1,6816;0,11;33,33;0,29;16;29;55;10;0,23;0,13;0;750;1,7892;0,11;33,33;0;17;28;55;11;0,23;0,13;0;900;1,7902;0,11;33,33;0;17;27;56;11;0,23;0,13;0;1050;1,857;0,11;33,33;0;16;27;57;11;0,23;0,13;0;1200;1,858;0,11;33,33;0;16;26;58;11;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7689;;;soil7689;;;8;D;85;0,5;0,5;;150;1,4492;0,1;99;1,798;13;29;58;10;0,23;0,13;0;300;1,4623;0,13;83,33;1,624;13;28;58;10;0,23;0,13;0;450;1,6736;0,11;33,33;0,058;14;29;57;10;0,23;0,13;0;600;1,6887;0,11;33,33;0,058;14;29;57;11;0,23;0,13;0;750;1,846;0,11;33,33;0;14;29;56;11;0,23;0,13;0;900;1,847;0,11;33,33;0;14;28;57;11;0,23;0,13;0;1050;1,848;0,11;33,33;0;14;28;58;11;0,23;0,13;0;1200;1,848;0,11;33,33;0;14;28;58;11;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7749;;;soil7749;;;8;A;87;0,5;0,5;;150;1,4672;0,1;99;1,798;15;27;60;13;0,23;0,13;0;300;1,4803;0,13;83,33;1,624;15;27;60;13;0,23;0,13;0;450;1,6937;0,11;33,33;0,29;15;26;57;13;0,23;0,13;0;600;1,7047;0,11;33,33;0,29;17;26;58;14;0,23;0,13;0;750;1,7214;0,11;33,33;0,232;17;25;58;14;0,23;0,13;0;900;1,7234;0,11;33,33;0,232;17;25;60;14;0,23;0,13;0;1050;1,864;0,11;33,33;0;17;24;59;14;0,23;0,13;0;1200;1,864;0,11;33,33;0;17;24;59;14;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7750;;;soil7750;;;8;D;83;0,5;0,5;;150;1,4608;0,1;99;2,784;15;24;61;13;0,23;0,13;0;300;1,4672;0,13;83,33;1,74;15;24;61;13;0,23;0,13;0;450;1,7017;0,11;33,33;0,29;16;24;60;13;0,23;0,13;0;600;1,7007;0,11;33,33;0,232;16;23;59;13;0,23;0,13;0;750;1,7174;0,11;33,33;0,232;16;25;59;13;0,23;0,13;0;900;1,7124;0,11;33,33;0,232;15;26;59;13;0,23;0,13;0;1050;1,859;0,11;33,33;0;16;25;59;13;0,23;0,13;0;1200;1,86;0,11;33,33;0;16;26;60;13;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7751;;;soil7751;;;8;B;86;0,5;0,5;;150;1,3825;0,1;99;1,682;17;30;52;14;0,23;0,13;0;300;1,3876;0,13;83,33;2,726;17;30;52;14;0,23;0,13;0;450;1,7047;0,11;33,33;1,044;18;30;53;14;0,23;0,13;0;600;1,7224;0,11;33,33;1,102;18;28;54;14;0,23;0,13;0;750;1,7284;0,11;33,33;1,624;19;27;55;14;0,23;0,13;0;900;1,7264;0,11;33,33;0,174;18;25;58;14;0,23;0,13;0;1050;1,863;0,11;33,33;0;17;25;58;14;0,23;0,13;0;1200;1,858;0,11;33,33;0;16;25;58;14;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7757;;;soil7757;;;8;C;91;0,5;0,5;;150;1,4737;0,1;99;1,682;15;27;58;14;0,23;0,13;0;300;1,4803;0,13;83,33;1,624;15;28;57;14;0,23;0,13;0;450;1,6927;0,11;33,33;0,464;15;29;56;14;0,23;0,13;0;600;1,7174;0,11;33,33;0,348;17;29;54;14;0,23;0,13;0;750;1,7184;0,11;33,33;0;17;28;55;14;0,23;0,13;0;900;1,7194;0,11;33,33;0;17;27;56;13;0,23;0,13;0;1050;1,862;0,11;33,33;0;17;26;57;14;0,23;0,13;0;1200;1,857;0,11;33,33;0;16;27;57;14;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7758;;;soil7758;;;8;B;90;0,5;0,5;;150;1,4647;0,1;99;1,74;14;27;59;10;0,23;0,13;0;300;1,4781;0,13;83,33;1,566;14;27;59;10;0,23;0,13;0;450;1,6477;0,11;33,33;0;14;28;58;10;0,23;0,13;0;600;1,6806;0,11;33,33;0;15;28;59;10;0,23;0,13;0;750;1,853;0,11;33,33;0;15;27;58;11;0,23;0,13;0;900;1,854;0,11;33,33;0;15;26;59;11;0,23;0,13;0;1050;1,85;0,11;33,33;0;14;26;60;11;0,23;0,13;0;1200;1,849;0,11;33,33;0;14;25;59;11;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7794;;;soil7794;;;8;B;90;0,5;0,5;;150;1,4893;0,1;99;1,798;16;26;58;12;0,23;0,13;0;300;1,51;0,13;83,33;1,45;16;26;58;12;0,23;0,13;0;450;1,7174;0,11;33,33;0,232;16;26;59;12;0,23;0,13;0;600;1,7214;0,11;33,33;0,232;17;26;58;12;0,23;0,13;0;750;1,7264;0,11;33,33;0;18;25;58;12;0,23;0,13;0;900;1,7224;0,11;33,33;0;17;22;59;12;0,23;0,13;0;1050;1,865;0,11;33,33;0;17;22;60;12;0,23;0,13;0;1200;1,865;0,11;33,33;0;17;23;60;12;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7798;;;soil7798;;;8;B;82;0,5;0,5;;150;1,4393;0,1;99;1,798;14;27;59;10;0,23;0,13;0;300;1,4582;0,13;83,33;1,74;14;27;59;10;0,23;0,13;0;450;1,6947;0,11;33,33;0,29;15;27;58;10;0,23;0,13;0;600;1,7204;0,11;33,33;0,29;17;26;57;11;0,23;0,13;0;750;1,868;0,11;33,33;0,464;18;24;58;11;0,23;0,13;0;900;1,87;0,11;33,33;0,464;18;22;60;11;0,23;0,13;0;1050;1,871;0,11;33,33;0;18;23;61;11;0,23;0,13;0;1200;1,869;0,11;33,33;0;18;23;59;11;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7799;;;soil7799;;;8;A;100;0,5;0,5;;150;1,4608;0,1;99;1,74;15;28;55;10;0,23;0,13;0;300;1,4803;0,13;83,33;1,624;15;28;57;10;0,23;0,13;0;450;1,6987;0,11;33,33;0,406;16;27;57;11;0,23;0,13;0;600;1,7017;0,11;33,33;0,348;17;28;55;10;0,23;0,13;0;750;1,6647;0,11;33,33;0,29;18;27;55;11;0,23;0,13;0;900;1,6647;0,11;33,33;0,232;18;27;55;11;0,23;0,13;0;1050;1,867;0,11;33,33;0;18;25;57;11;0,23;0,13;0;1200;1,863;0,11;33,33;0;17;25;58;11;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7808;;;soil7808;;;8;B;98;0,5;0,5;;150;1,4672;0,1;99;1,682;15;30;55;11;0,23;0,13;0;300;1,4871;0,13;83,33;1,566;15;30;55;11;0,23;0,13;0;450;1,6917;0,11;33,33;0,29;15;30;55;11;0,23;0,13;0;600;1,6957;0,11;33,33;0,29;16;30;54;11;0,23;0,13;0;750;1,6947;0,11;33,33;0,29;16;29;53;11;0,23;0,13;0;900;1,7124;0,11;33,33;0,232;16;28;54;11;0,23;0,13;0;1050;1,856;0,11;33,33;0;16;28;56;11;0,23;0,13;0;1200;1,85;0,11;33,33;0;15;28;55;11;0,23;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
